tipo;situacao;data;hora;bairro;endereco;numero;complemento;natureza;descricao;auto;moto;ciclom;ciclista;pedestre;onibus;caminhao;viatura;outros;vitimas;natureza_acidente;detalhe_endereco_acidente;endereco_cruzamento;numero_cruzamento;referencia_cruzamento;bairro_cruzamento;vitimasfatais;DATA;num_semaforo;sentido_via;acidente_verificado;tempo_clima;situacao_semaforo;sinalizacao;condicao_via;conservacao_via;ponto_controle;situacao_placa;velocidade_max_via;mao_direcao;divisao_via1;divisao_via2;divisao_via3;Protocolo
COLISÃO COM CICLISTA;FINALIZADA;2016-03-11;08:15:00;CASA FORTE;AV DEZESSETE DE AGOSTO;;FLOR DE SANTANA;;ATROPELAMENTO;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV DEZESSETE DE AGOSTO;0;FLOR DE SANTANA;CASA FORTE;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;2016-03-12;09:55:00;JARDIM SÃO PAULO;AV RECIFE;;SENTIDO CEASA APOS O HOSPITAL DA MULHER;;CICLISTA SOCORRIDO PELO SAMU;;;;1.0;;;;;;1.0;COM VÍTIMA;;AV RECIFE;0;SENTIDO CEASA APOS O HOSPITAL DA MULHER;JARDIM SÃO PAULO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;2016-03-14;11:23:00;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;XX;PISTA LOCAL, PRÓXIMO PRAÇA DO DERBY, SENTIDO OLINDA;;COLISÃO ENTRE AUTO E BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV GOVERNADOR AGAMENON MAGALHAES;XX;PISTA LOCAL, PRÓXIMO PRAÇA DO DERBY, SENTIDO OLINDA;BOA VISTA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-03-18;16:48:00;IPSEP;AV RECIFE;;SAÍDA DO IBURA (E/F AO POSTO SHELL);;01 BICICLETA 01 AUTO;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;AV RECIFE;0;SAÍDA DO IBURA (E/F AO POSTO SHELL);IPSEP;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;2016-03-21;10:09:00;JOANA BEZERRA;RUA CABO EUTROPIO;;COLEGIO COSTA PORTO;;COLISÃO ENTRE AUTO X BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA CABO EUTROPIO;0;COLEGIO COSTA PORTO;JOANA BEZERRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-03-24;16:51:00;IPUTINGA;AV CAXANGA;;E/F AO NOVO TERMINAL DE INTEGRAÇÃO, SENTIDO DERBY, PROX AO VD DA CAXANGÁ;;01 MOTO 01 BICICLETA (VT-05 NO LOCAL).;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;AV CAXANGA;0;E/F AO NOVO TERMINAL DE INTEGRAÇÃO, SENTIDO DERBY, PROX AO VD DA CAXANGÁ;IPUTINGA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-04;06:47:00;IMBIRIBEIRA;RUA JACY;100;EM FRENTE LOJÃO DO ESCRITORIO;;COLISÃO COM VÍTIMA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;RUA JACY;100;EM FRENTE LOJÃO DO ESCRITORIO;IMBIRIBEIRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-09;16:55:00;AREIAS;AV RECIFE;4900;EM FRENTE A BRINKS / SENT SUBURBIO;;AUTO E BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV RECIFE;4900;EM FRENTE A BRINKS / SENT SUBURBIO;AREIAS;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-15;11:14:00;SAN MARTIN;AV ENGENHEIRO ABDIAS DE CARVALHO;;CRUZAMENTO AV SAN MARTIN, SENTIDO CENTRO;;COLISAO COM CICLISTA, 1 VITIMA A ESPERA DO SAMU;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV ENGENHEIRO ABDIAS DE CARVALHO;0;CRUZAMENTO AV SAN MARTIN, SENTIDO CENTRO;SAN MARTIN;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-18;20:18:00;ARRUDA;AV BEBERIBE;323;SENTIDO SUBURBIO CIDADE;;MOTO E CICLISTA OBS: BATEDORES NO LOCAL MOTO;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;AV BEBERIBE;323;SENTIDO SUBURBIO CIDADE;ARRUDA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-24;11:35:00;AFOGADOS;LARGO DA PAZ;;E/F A IGREJA;;COLISAO DE AUTO COM CICLISSTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;LARGO DA PAZ;0;E/F A IGREJA;AFOGADOS;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-25;14:44:00;CAXANGÁ;AV CAXANGA;1142;AO LADO DO DELICIA DOS PRAZERES;;COLISAO ENTRE MOTO, BICICLETA E AUTO;1.0;1.0;;1.0;;;;;;0.0;SEM VÍTIMA;;AV CAXANGA;1142;AO LADO DO DELICIA DOS PRAZERES;CAXANGÁ;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-26;15:18:00;CAJUEIRO;RUA CORONEL URBANO RIBEIRO DE SENA;1910;E/F A RADIO CABIBARIBE;;COLISAO COM CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA CORONEL URBANO RIBEIRO DE SENA;1910;E/F A RADIO CABIBARIBE;CAJUEIRO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-30;08:48:00;IMBIRIBEIRA;RUA ANTONIO FALCAO;;SEMAFORO Nº640;;COL.C/V;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA ANTONIO FALCAO;0;SEMAFORO Nº640;IMBIRIBEIRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-30;14:38:00;BOMBA DO HEMETÉRIO;RUA BOMBA DO HEMETERIO;211;EM FRENTE AO GIGANTE DO SAMBA;;ONIBUS E CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;RUA BOMBA DO HEMETERIO;211;EM FRENTE AO GIGANTE DO SAMBA;BOMBA DO HEMETÉRIO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-30;15:20:00;AREIAS;AV RECIFE;;PROXIMO AO PAN DE AREIAS;;COLISÃO COM VITIMA;1.0;;;1.0;;;;;;3.0;COM VÍTIMA;;AV RECIFE;0;PROXIMO AO PAN DE AREIAS;AREIAS;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-04-30;15:48:00;DERBY;RUA JOAQUIM NABUCO;409;EM FRENTE A GALERIA DERBY CENTER;;COLISÃO COM VÍTIMA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;RUA JOAQUIM NABUCO;409;EM FRENTE A GALERIA DERBY CENTER;DERBY;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-07;13:19:00;SÃO JOSÉ;AV SUL;1220;APOS O PONTILHÃO;;;;;;1.0;;1.0;;;;2.0;COM VÍTIMA;;AV SUL;1220;APOS O PONTILHÃO;SÃO JOSÉ;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-10;15:07:00;CORDEIRO;RUA GOMES TABORDA;1553;UMA RUA ANTES DO SUPERMERCADO KENNEDY;;COLISÃO C/V;2.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA GOMES TABORDA;1553;UMA RUA ANTES DO SUPERMERCADO KENNEDY;CORDEIRO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-12;12:17:00;HIPÓDROMO;RUA MADRE ROSA GATTORNO;500;PX AO NUCLEO DA PM;;COLISAO ENTRE AUTO E CICLITAS;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA MADRE ROSA GATTORNO;500;PX AO NUCLEO DA PM;HIPÓDROMO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-16;18:17:00;AFOGADOS;RUA SANTOS ARAUJO;XX;POSTO BR;;MOTO/BICICLETA;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;RUA SANTOS ARAUJO;XX;POSTO BR;AFOGADOS;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-17;20:34:00;BOA VIAGEM;AV CONSELHEIRO AGUIAR;4734;APOS A PRACINHA BOA VIAGEM, E TALISMA LOTERIA;;ONIBUS / CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV CONSELHEIRO AGUIAR;4734;APOS A PRACINHA BOA VIAGEM, E TALISMA LOTERIA;BOA VIAGEM;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-18;16:33:00;ILHA JOANA BEZERRA;AV CENTRAL;;EM FRENTE AO T.I JOANA BEZERRA;;COLISÃO ENTRE 2 ÔNIBUS E UM CICLISTA;;;;1.0;;2.0;;;;1.0;COM VÍTIMA;;AV CENTRAL;0;EM FRENTE AO T.I JOANA BEZERRA;ILHA JOANA BEZERRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-18;17:53:00;AFOGADOS;RUA SAO MIGUEL;;EM FRENTE AO POSTO IPIRANGA QUE DA ACESSO À MATERNIDADE BANDEIRA FILHO;;COLISÃO ENTRE ÔNIBUS E UM CICLISTA;;;;1.0;;1.0;;;;0.0;SEM VÍTIMA;;RUA SAO MIGUEL;0;EM FRENTE AO POSTO IPIRANGA QUE DA ACESSO À MATERNIDADE BANDEIRA FILHO;AFOGADOS;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-24;12:12:00;BOA VIAGEM;RUA VISCONDE DE JEQUITINHONHA;;AO LADO DO PARQUE DONA LINDU - LADO DIREITO DA FAIXA;;COLISAO DE AUTO COM CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA VISCONDE DE JEQUITINHONHA;0;AO LADO DO PARQUE DONA LINDU - LADO DIREITO DA FAIXA;BOA VIAGEM;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;2016-05-24;18:32:00;ARRUDA;AV PROFESSOR JOSE DOS ANJOS;;CRUZAMENTO COM ESTRADA VELHA DE AGUA FRIA, SEMAFORO 306;;AUTO E CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV PROFESSOR JOSE DOS ANJOS;0;CRUZAMENTO COM ESTRADA VELHA DE AGUA FRIA, SEMAFORO 306;ARRUDA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-27;11:30:00;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;690;EM FRENTE A ESCOLA PINHEIROS;;COLISÃO COM VÍTIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA ARQUITETO LUIZ NUNES;690;EM FRENTE A ESCOLA PINHEIROS;IMBIRIBEIRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-27;12:31:00;IMBIRIBEIRA;RUA ARQUITETO LUIZ NUNES;690;EM FRENTE A ESCOLA PINHEIROS;;COLISÃO COM VÍTIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA ARQUITETO LUIZ NUNES;690;EM FRENTE A ESCOLA PINHEIROS;IMBIRIBEIRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-05-29;07:16:00;PRADO;RUA GOMES TABORDA;898;EM FRENTE A MOVEIS BRASIL;;COLISÃO SEM VÍTIMA;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;RUA GOMES TABORDA;898;EM FRENTE A MOVEIS BRASIL;PRADO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-06-02;14:11:00;CORDEIRO;RUA ELIZEU CAVALCANTE;124;EM FRENTE A DERG LANCHE;;AUTO E BICICLETA;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;RUA ELIZEU CAVALCANTE;124;EM FRENTE A DERG LANCHE;CORDEIRO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-06-09;08:53:00;BOA VISTA;RUA AURORA;;CRUZ COM A CONDE DA BOA VISTA;;COLISÃO MOTO E CICLISTA;;1.0;1.0;1.0;;;;;;1.0;COM VÍTIMA;;RUA AURORA;0;CRUZ COM A CONDE DA BOA VISTA;BOA VISTA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;2016-06-09;17:33:00;BOA VISTA;AV GOVERNADOR AGAMENON MAGALHAES;;SEMAFORO 075 SENTIDO SUBÚRBIO/CIDADE;;COLISÃO ENTRE BRT E CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV GOVERNADOR AGAMENON MAGALHAES;0;SEMAFORO 075 SENTIDO SUBÚRBIO/CIDADE;BOA VISTA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-06-10;06:50:00;JARDIM SÃO PAULO;EST DO CURADO;970;E/F A IGREJA EVANGELICA MISSÕES DE DEUS. SENTIDO CIDADE, NO LADOESQUERDO DA VIA.;;COM UMA VÍTIMA. (COLISÃO ENTRE ONIBUS E BICICLETA);;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;EST DO CURADO;970;E/F A IGREJA EVANGELICA MISSÕES DE DEUS. SENTIDO CIDADE, NO LADOESQUERDO DA VIA.;JARDIM SÃO PAULO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-06-17;20:53:00;ESTÂNCIA;AV RECIFE;;ENFR AO MAKRO SENTIDO IBIRIBEIRA;;ATROPELAMENTO CICLISTA E AUTO;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV RECIFE;0;ENFR AO MAKRO SENTIDO IBIRIBEIRA;ESTÂNCIA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-06-18;08:32:00;JOANA BEZERRA;AV CENTRAL;;EM FRENTE AO TI JOANA BEZERRA;;COM VITIMA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV CENTRAL;0;EM FRENTE AO TI JOANA BEZERRA;JOANA BEZERRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-06-21;19:43:00;CASA AMARELA;EST VELHA DE AGUA FRIA;;PROX AO BAR DO CHICO OBS : VT 17 DA CTTU ESTA NO LOCAL;;CAMINHAO PIPA E CICLISTA OBS: VT 17 DA CTTU ESTA NO LOCAL;;;;1.0;;;1.0;;;1.0;COM VÍTIMA;;EST VELHA DE AGUA FRIA;0;PROX AO BAR DO CHICO OBS : VT 17 DA CTTU ESTA NO LOCAL;CASA AMARELA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-06-24;23:46:00;SANTO AMARO;RUA ODORICO MENDES;;EM FRENTE AO IC;;COLISAO ENTRE AUTO E BICICLETA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA ODORICO MENDES;0;EM FRENTE AO IC;SANTO AMARO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-06-27;17:03:00;JAQUEIRA;RUA DO FUTURO;XX;EM FRENTE DO PARQUE DA JAQUEIRA;;AUTO E CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA DO FUTURO;XX;EM FRENTE DO PARQUE DA JAQUEIRA;JAQUEIRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-07-06;17:35:00;ESTÂNCIA;AV DR JOSE RUFINO;;E/F AO ARMAZEM CORAL, EM BAIXO DO VIADUTO, SENTIDO AFOGADOS;;01 MOTO E CICLISTA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;AV DR JOSE RUFINO;0;E/F AO ARMAZEM CORAL, EM BAIXO DO VIADUTO, SENTIDO AFOGADOS;ESTÂNCIA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-07-20;22:39:00;IPSEP;RUA HELIO BRANDAO;;;;;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA HELIO BRANDAO;0;0;IPSEP;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-07-23;19:02:00;TORRE;RUA REAL DA TORRE;;COM A JOSE OSORIO;;VT DA POLICIA COM CICLISTA;;;;1.0;;;;1.0;;1.0;COM VÍTIMA;;RUA REAL DA TORRE;0;COM A JOSE OSORIO;TORRE;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-07-24;10:03:00;BOA VISTA;AV CONDE DA BOA VISTA;;E/F A LOJAS CEA;;VEICULO ATROPELOU UMA CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV CONDE DA BOA VISTA;0;E/F A LOJAS CEA;BOA VISTA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-07-25;12:52:00;JIQUIÁ;RUA PASSO DA SANTA CRUZ;291;ANTIGA FÁBRICA YOLANDA (CENTRO DE DISTRIBUIÇÃO FERREIRA COSTA);;COLISÃO ENTRE AUTO E CICLISTA COM VÍTIMA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;RUA PASSO DA SANTA CRUZ;291;ANTIGA FÁBRICA YOLANDA (CENTRO DE DISTRIBUIÇÃO FERREIRA COSTA);JIQUIÁ;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-07-26;13:45:00;SANTO AMARO;AV NORTE;;CRUZAMENTO COM RUA DA AURORA;;ATROPELAMENTO COM VÍTIMA;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;AV NORTE;0;CRUZAMENTO COM RUA DA AURORA;SANTO AMARO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-07-29;13:47:00;HIPÓDROMO;RUA CARLOS FERNANDES;;PX AO NUCLEO DA PM NA PRACA DO HIPODROMO;;COLISAO DE AUTO COM CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA CARLOS FERNANDES;0;PX AO NUCLEO DA PM NA PRACA DO HIPODROMO;HIPÓDROMO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-08-09;11:13:00;BOA VIAGEM;AV BOA VIAGEM;3854;EM FRENTE AO EDIFICIO SIRIOS;;COLISÃO SEM VITIMAS;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;AV BOA VIAGEM;3854;EM FRENTE AO EDIFICIO SIRIOS;BOA VIAGEM;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;2016-08-09;18:19:00;ESTÂNCIA;AV RECIFE;;EM FRENTE A O MACRO SENTIDO BR;;MOTO E BIKE;;1.0;;1.0;;;;;;2.0;COM VÍTIMA;;AV RECIFE;0;EM FRENTE A O MACRO SENTIDO BR;ESTÂNCIA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;2016-08-13;22:11:00;GRAÇAS;AV RUI BARBOSA;XX;NO SEMAFORO 460 PROX. DO PARQUE DA JAQUEIRA;;AUTO E CICLISTA;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;AV RUI BARBOSA;XX;NO SEMAFORO 460 PROX. DO PARQUE DA JAQUEIRA;GRAÇAS;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-08-23;16:38:00;VÁRZEA;AV CAXANGA;2427;E/F SUPERCENTER CAXANGÁ, SENTIDO CAMARAGBE;;ONIBUS E CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;AV CAXANGA;2427;E/F SUPERCENTER CAXANGÁ, SENTIDO CAMARAGBE;VÁRZEA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-08-24;22:00:00;CORDEIRO;AV CAXANGA;;EM FRENTE A EXPOSIÇÃO DE ANIMAIS;;MOTO E CICLISTA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;AV CAXANGA;0;EM FRENTE A EXPOSIÇÃO DE ANIMAIS;CORDEIRO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-08-30;19:32:00;BOA VIAGEM;RUA RIBEIRO DE BRITO;;SEMAFORO 298, EM FRENTE A PADARIA RIO TEJO;;AUTO E CICLISTA;1.0;;;2.0;;;;;;2.0;COM VÍTIMA;;RUA RIBEIRO DE BRITO;0;SEMAFORO 298, EM FRENTE A PADARIA RIO TEJO;BOA VIAGEM;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-09-03;20:01:00;CORDEIRO;RUA DO FORTE;;CRUZAMENTO COM A AV DR. MIGUEL VIEIRA FERREIRA PROX AO COLEGIO SANTA EMILIA E COLEGIO ANGULO DO CORDEIRO;;AUTO E CICLISTA;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;RUA DO FORTE;0;CRUZAMENTO COM A AV DR. MIGUEL VIEIRA FERREIRA PROX AO COLEGIO SANTA EMILIA E COLEGIO ANGULO DO CORDEIRO;CORDEIRO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-09-05;23:13:00;MACAXEIRA;AV NORTE;8193;PROX. A PADARIA IRATAM E O CALDINHO DO ROBSON;;COLISAO ENTRE AUTO E CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV NORTE;8193;PROX. A PADARIA IRATAM E O CALDINHO DO ROBSON;MACAXEIRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-09-08;08:38:00;PINA;AV REPUBLICA ARABE UNIDA;XX;EM BAIXO DO SEMAFORO 659;;COLISÃO ENTRE AUTO E BICICLETA CICLISTA SOCORRIDO PELO SAMU NO LOCAL;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV REPUBLICA ARABE UNIDA;XX;EM BAIXO DO SEMAFORO 659;PINA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-09-14;11:41:00;GRAÇAS;RUA AMELIA;470;E/F AO COMITÊ DE ALEXANDRE LACERDA.;;SEM VÍTIMAS. COLISÃO ENTRE AUTO E BICICLETA.;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;RUA AMELIA;470;E/F AO COMITÊ DE ALEXANDRE LACERDA.;GRAÇAS;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;PENDENTE;2016-09-16;14:15:00;BOA VISTA;RUA DA SANTA CRUZ;;E/F DA IGREJA DA SANTA CRUZ;;COLISAO DE AUTO COM UM CICLISTA COM UMA VITIMA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;RUA DA SANTA CRUZ;0;E/F DA IGREJA DA SANTA CRUZ;BOA VISTA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-09-28;07:12:00;CASA FORTE;AV DEZESSETE DE AGOSTO;2549;EM FRENTE A COMPESA;;COLISÃO COM VITIMA SOCORRIDO PELO SAMU;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV DEZESSETE DE AGOSTO;2549;EM FRENTE A COMPESA;CASA FORTE;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-09-30;11:31:00;CORDEIRO;RUA N S DA SAUDE;S/N;E/F A FERNANDO MOVÉIS (SEMÁFORO Nº 088);;COM UMA VÍTIMA EM ATENDIMENTO PELO SAMU. COLISÃO ENTRE MOTO E BICICLETA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;RUA N S DA SAUDE;S/N;E/F A FERNANDO MOVÉIS (SEMÁFORO Nº 088);CORDEIRO;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-10-04;07:34:00;TORRE;RUA REAL DA TORRE;;EM FRENTE AO MERCADO DA TORRE;;ATROPELAMENTO DE UM CICLISTA;1.0;;;1.0;1.0;;;;;1.0;COM VÍTIMA;;RUA REAL DA TORRE;0;EM FRENTE AO MERCADO DA TORRE;TORRE;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-10-05;15:14:00;BEBERIBE;AV BEBERIBE;;SEMAFORO 064;;COLISAO AUTO E CICLISTA;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;AV BEBERIBE;0;SEMAFORO 064;BEBERIBE;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-10-06;19:18:00;BOA VISTA;RUA DO RIACHUELO;XX;PROX. A FACULDADE DE DIREITO E ESTAÇÃO DO BRT;;ONIBUS E CICLISTA;;;;1.0;;1.0;;;;1.0;COM VÍTIMA;;RUA DO RIACHUELO;XX;PROX. A FACULDADE DE DIREITO E ESTAÇÃO DO BRT;BOA VISTA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-10-06;19:31:00;JAQUEIRA;AV CONS ROSA E SILVA;;SEMAFORO 459, EM BOMPREÇO;;AUTO E CICLISTA;1.0;;;1.0;1.0;;;;;1.0;COM VÍTIMA;;AV CONS ROSA E SILVA;0;SEMAFORO 459, EM BOMPREÇO;JAQUEIRA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-10-07;22:33:00;ÁGUA FRIA;AV BEBERIBE;;SEMAFORO 187;;TAXI E CICLISTA;1.0;;;1.0;;;;;;1.0;COM VÍTIMA;;AV BEBERIBE;0;SEMAFORO 187;ÁGUA FRIA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;2016-10-09;14:12:00;CASA FORTE;EST DO ENCANAMENTO;1211;EM FRENTE DA LOJA DAMAS E NOIVAS;;CICLISTA E AUTO;1.0;;;1.0;;;;;;0.0;SEM VÍTIMA;;EST DO ENCANAMENTO;1211;EM FRENTE DA LOJA DAMAS E NOIVAS;CASA FORTE;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;FINALIZADA;2016-10-15;17:30:00;VÁRZEA;RUA PROFESSOR CHAVES BATISTA;;;;MOTO E BICICLETA;;1.0;;1.0;;;;;;1.0;COM VÍTIMA;;RUA PROFESSOR CHAVES BATISTA;0;0;VÁRZEA;;;;;;;;;;;;;;;;;;
COLISÃO COM CICLISTA;CANCELADA;2016-10-18;16:33:00;MADALENA;AV ENGENHEIRO ABDIAS DE CARVALHO;;SEMAFORO 132;;MOTO X BICICLETA;;;;1.0;;;;;;0.0;SEM VÍTIMA;;AV ENGENHEIRO ABDIAS DE CARVALHO;0;SEMAFORO 132;MADALENA;;;;;;;;;;;;;;;;;;
